Player,Season,Mat,Inns,Batting Runs,SR,Ave,Country,Cum batting Ave,Cum battings Runs Total,Cum Inns Total,Cum SR,player_id
K Waiswa,2023/24,14,10.0,95.0,113.09,13.57,Uganda,16.55,710.0,53.0,107.03,a3a275ec
K Waiswa,2024,3,3.0,19.0,43.18,9.5,Uganda,16.17,729.0,56.0,99.05,a3a275ec
K Waiswa,2024/25,1,1.0,7.0,140.0,7.0,Uganda,16.01,736.0,57.0,103.6,a3a275ec
K Weeraratne,2008/09,4,4.0,46.0,112.19,23.0,Sri Lanka,23.0,46.0,4.0,112.19,7e38d2de
K Weeraratne,2009/10,1,1.0,3.0,75.0,3.0,Sri Lanka,19.0,49.0,5.0,93.6,7e38d2de
KA Bazil,2022,5,2.0,9.0,112.5,9.0,Cayman Islands,9.0,9.0,2.0,112.5,d22287a8
KA Bazil,2023/24,3,3.0,4.0,33.33,1.33,Cayman Islands,4.4,13.0,5.0,72.91,d22287a8
KA Jamieson,2020/21,8,4.0,41.0,151.85,20.5,New Zealand,20.5,41.0,4.0,151.85,68c56d09
KA Jamieson,2023,5,1.0,8.0,133.33,8.0,New Zealand,18.0,49.0,5.0,142.59,68c56d09
KA Maharaj,2021,3,0.0,0.0,0.0,0.0,South Africa,0.0,0.0,0.0,0.0,0b60eb09
KA Maharaj,2021/22,5,1.0,0.0,0.0,0.0,South Africa,0.0,0.0,1.0,0.0,0b60eb09
KA Maharaj,2022,10,3.0,15.0,100.0,7.5,South Africa,5.63,15.0,4.0,33.33,0b60eb09
KA Maharaj,2022/23,7,2.0,54.0,114.89,27.0,South Africa,12.75,69.0,6.0,53.72,0b60eb09
KA Maharaj,2023/24,2,2.0,10.0,100.0,10.0,South Africa,12.06,79.0,8.0,62.98,0b60eb09
KA Maharaj,2024,8,5.0,13.0,54.16,13.0,South Africa,12.42,92.0,13.0,61.51,0b60eb09
KA Pollard,2008,1,0.0,0.0,0.0,0.0,West Indies,0.0,0.0,0.0,0.0,a757b0d8
KA Pollard,2008/09,3,3.0,49.0,168.96,24.5,West Indies,24.5,49.0,3.0,84.48,a757b0d8
KA Pollard,2009,6,4.0,37.0,119.35,12.33,West Indies,17.55,86.0,7.0,96.1,a757b0d8
KA Pollard,2009/10,3,3.0,18.0,81.81,6.0,West Indies,14.08,104.0,10.0,92.53,a757b0d8
KA Pollard,2010,7,7.0,86.0,121.12,12.28,West Indies,13.34,190.0,17.0,98.25,a757b0d8
KA Pollard,2011/12,2,2.0,55.0,189.65,55.0,West Indies,17.73,245.0,19.0,113.48,a757b0d8
KA Pollard,2012,2,2.0,86.0,204.76,43.0,West Indies,20.13,331.0,21.0,126.52,a757b0d8
KA Pollard,2012/13,11,9.0,166.0,150.9,20.75,West Indies,20.32,497.0,30.0,129.57,a757b0d8
KA Pollard,2013,2,2.0,72.0,156.52,72.0,West Indies,23.55,569.0,32.0,132.56,a757b0d8
KA Pollard,2014,3,2.0,29.0,103.57,14.5,West Indies,23.02,598.0,34.0,129.66,a757b0d8
KA Pollard,2014/15,3,3.0,35.0,94.59,35.0,West Indies,23.99,633.0,37.0,126.48,a757b0d8
KA Pollard,2015/16,2,2.0,31.0,140.9,15.5,West Indies,23.55,664.0,39.0,127.68,a757b0d8
KA Pollard,2016,2,2.0,35.0,152.17,17.5,West Indies,23.26,699.0,41.0,129.56,a757b0d8
KA Pollard,2016/17,3,3.0,43.0,91.48,21.5,West Indies,23.14,742.0,44.0,126.84,a757b0d8
KA Pollard,2017,6,4.0,26.0,59.09,6.5,West Indies,21.75,768.0,48.0,122.32,a757b0d8
KA Pollard,2018/19,3,2.0,20.0,54.05,10.0,West Indies,21.28,788.0,50.0,118.06,a757b0d8
KA Pollard,2019,3,3.0,115.0,112.74,57.5,West Indies,23.33,903.0,53.0,117.74,a757b0d8
KA Pollard,2019/20,11,7.0,220.0,170.54,36.66,West Indies,24.89,1123.0,60.0,120.68,a757b0d8
KA Pollard,2020/21,6,5.0,154.0,190.12,38.5,West Indies,25.93,1277.0,65.0,124.33,a757b0d8
KA Pollard,2021,9,6.0,101.0,146.37,25.25,West Indies,25.88,1378.0,71.0,125.43,a757b0d8
KA Pollard,2021/22,13,12.0,191.0,117.9,31.83,West Indies,26.74,1569.0,83.0,125.08,a757b0d8
KA Vimlesh,2023,2,2.0,46.0,95.83,23.0,Romania,23.0,46.0,2.0,95.83,6d2081aa
KA Vimlesh,2024,3,3.0,17.0,94.44,5.67,Romania,12.6,63.0,5.0,95.14,6d2081aa
KAJ Roach,2008,1,0.0,0.0,0.0,0.0,West Indies,0.0,0.0,0.0,0.0,78eb4223
KAJ Roach,2009,1,0.0,0.0,0.0,0.0,West Indies,0.0,0.0,0.0,0.0,78eb4223
KAJ Roach,2009/10,3,0.0,0.0,0.0,0.0,West Indies,0.0,0.0,0.0,0.0,78eb4223
KAJ Roach,2010,5,1.0,3.0,150.0,3.0,West Indies,3.0,3.0,1.0,37.5,78eb4223
KAJ Roach,2012/13,1,0.0,0.0,0.0,0.0,West Indies,3.0,3.0,1.0,30.0,78eb4223
KB Ahir,2019,3,1.0,1.0,50.0,1.0,Panama,1.0,1.0,1.0,50.0,214cf493
KB Ahir,2021/22,5,4.0,38.0,97.43,9.5,Panama,7.8,39.0,5.0,73.72,214cf493
KB Ahir,2022/23,4,2.0,1.0,50.0,0.5,Panama,5.71,40.0,7.0,65.81,214cf493
KB Ahir,2023/24,3,2.0,8.0,100.0,4.0,Panama,5.33,48.0,9.0,74.36,214cf493
KC D'Souza,2020,3,2.0,37.0,176.19,37.0,Bulgaria,37.0,37.0,2.0,176.19,2687fff2
KC D'Souza,2020/21,4,4.0,49.0,90.74,24.5,Bulgaria,28.67,86.0,6.0,133.47,2687fff2
KC D'Souza,2021,8,7.0,113.0,166.17,16.14,Bulgaria,21.92,199.0,13.0,144.37,2687fff2
KC D'Souza,2021/22,4,4.0,65.0,144.44,32.5,Bulgaria,24.41,264.0,17.0,144.39,2687fff2
KC D'Souza,2022,17,16.0,405.0,165.98,33.75,Bulgaria,28.94,669.0,33.0,148.7,2687fff2
KC Hodsoll,2008,1,1.0,0.0,0.0,0.0,Bermuda,0.0,0.0,1.0,0.0,056f58dd
KC Hodsoll,2021/22,3,0.0,0.0,0.0,0.0,Bermuda,0.0,0.0,1.0,0.0,056f58dd
KC Ramamoorthy,2022/23,7,7.0,46.0,65.71,6.57,Indonesia,6.57,46.0,7.0,65.71,a89c270b
KC Ramamoorthy,2023/24,10,9.0,255.0,132.12,28.33,Indonesia,18.81,301.0,16.0,98.92,a89c270b
KC Ramamoorthy,2024,7,6.0,31.0,63.26,6.2,Indonesia,15.37,332.0,22.0,87.03,a89c270b
KC Sangakkara,2006,1,1.0,21.0,150.0,21.0,Sri Lanka,21.0,21.0,1.0,150.0,6b71e6cf
KC Sangakkara,2006/07,2,1.0,13.0,76.47,13.0,Sri Lanka,17.0,34.0,2.0,113.24,6b71e6cf
KC Sangakkara,2007/08,5,5.0,104.0,105.05,20.8,Sri Lanka,19.71,138.0,7.0,110.51,6b71e6cf
KC Sangakkara,2009,10,10.0,297.0,117.39,37.12,Sri Lanka,29.95,435.0,17.0,112.23,6b71e6cf
KC Sangakkara,2009/10,2,2.0,137.0,201.47,68.5,Sri Lanka,34.01,572.0,19.0,130.08,6b71e6cf
KC Sangakkara,2010,8,8.0,161.0,101.89,20.12,Sri Lanka,29.89,733.0,27.0,125.38,6b71e6cf
KC Sangakkara,2010/11,1,1.0,44.0,102.32,44.0,Sri Lanka,30.4,777.0,28.0,122.08,6b71e6cf
KC Sangakkara,2011,3,3.0,97.0,125.97,48.5,Sri Lanka,32.15,874.0,31.0,122.57,6b71e6cf
KC Sangakkara,2011/12,1,1.0,9.0,100.0,9.0,Sri Lanka,31.43,883.0,32.0,120.06,6b71e6cf
KC Sangakkara,2012,2,2.0,27.0,128.57,13.5,Sri Lanka,30.37,910.0,34.0,120.91,6b71e6cf
KC Sangakkara,2012/13,8,7.0,170.0,126.86,28.33,Sri Lanka,30.02,1080.0,41.0,121.45,6b71e6cf
KC Sangakkara,2013,2,2.0,98.0,111.36,98.0,Sri Lanka,33.19,1178.0,43.0,120.61,6b71e6cf
KC Sangakkara,2013/14,11,10.0,204.0,116.57,29.14,Sri Lanka,32.42,1382.0,53.0,120.3,6b71e6cf
KD Karthik,2006/07,1,1.0,31.0,110.71,31.0,India,31.0,31.0,1.0,110.71,c03f1114
KD Karthik,2007/08,5,4.0,36.0,120.0,9.0,India,13.4,67.0,5.0,115.35,c03f1114
KD Karthik,2009/10,1,1.0,4.0,400.0,4.0,India,11.83,71.0,6.0,210.24,c03f1114
KD Karthik,2010,2,2.0,29.0,100.0,14.5,India,12.5,100.0,8.0,182.68,c03f1114
KD Karthik,2017,1,1.0,48.0,165.51,48.0,India,16.44,148.0,9.0,179.24,c03f1114
KD Karthik,2017/18,9,8.0,121.0,192.06,121.0,India,65.65,269.0,17.0,181.38,c03f1114
KD Karthik,2018/19,11,8.0,130.0,139.78,43.33,India,58.51,399.0,25.0,175.44,c03f1114
KD Karthik,2022,21,17.0,210.0,137.25,21.0,India,43.32,609.0,42.0,170.66,c03f1114
KD Karthik,2022/23,7,5.0,77.0,154.0,19.25,India,40.76,686.0,47.0,168.81,c03f1114
KD Mehta,2021,3,1.0,1.0,50.0,1.0,Czech Republic,1.0,1.0,1.0,50.0,a18461a2
KD Mills,2004/05,1,1.0,0.0,0.0,0.0,New Zealand,0.0,0.0,1.0,0.0,7fb32e5b
KD Mills,2005/06,1,0.0,0.0,0.0,0.0,New Zealand,0.0,0.0,1.0,0.0,7fb32e5b
KD Mills,2007/08,4,4.0,78.0,125.8,39.0,New Zealand,31.2,78.0,5.0,41.93,7fb32e5b
KD Mills,2008,1,1.0,12.0,171.42,12.0,New Zealand,28.0,90.0,6.0,74.3,7fb32e5b
KD Mills,2008/09,2,2.0,16.0,123.07,16.0,New Zealand,25.0,106.0,8.0,84.06,7fb32e5b
KD Mills,2009,6,3.0,11.0,91.66,3.66,New Zealand,19.18,117.0,11.0,85.32,7fb32e5b
KD Mills,2010,4,2.0,2.0,50.0,2.0,New Zealand,16.54,119.0,13.0,80.28,7fb32e5b
KD Mills,2010/11,3,2.0,7.0,70.0,3.5,New Zealand,14.8,126.0,15.0,78.99,7fb32e5b
KD Mills,2011/12,5,0.0,0.0,0.0,0.0,New Zealand,14.8,126.0,15.0,70.22,7fb32e5b
KD Mills,2012,2,1.0,1.0,100.0,1.0,New Zealand,13.94,127.0,16.0,73.19,7fb32e5b
KD Mills,2012/13,6,1.0,0.0,0.0,0.0,New Zealand,13.12,127.0,17.0,66.54,7fb32e5b
KD Mills,2013/14,6,1.0,4.0,44.44,4.0,New Zealand,12.61,131.0,18.0,64.7,7fb32e5b
KD Mills,2014/15,1,1.0,6.0,200.0,6.0,New Zealand,12.26,137.0,19.0,75.11,7fb32e5b
KD Shah,2014/15,1,1.0,0.0,0.0,0.0,Hong Kong,0.0,0.0,1.0,0.0,d5ae21a2
KD Shah,2015,4,2.0,16.0,72.72,16.0,Hong Kong,10.67,16.0,3.0,36.36,d5ae21a2
KD Shah,2015/16,10,8.0,61.0,92.42,8.71,Hong Kong,9.24,77.0,11.0,55.05,d5ae21a2
KD Shah,2019/20,20,20.0,425.0,118.71,25.0,Hong Kong,19.41,502.0,31.0,70.96,d5ae21a2
KD Shah,2022,10,10.0,167.0,98.81,23.85,Hong Kong,20.49,669.0,41.0,76.53,d5ae21a2
KD Shah,2022/23,4,4.0,37.0,105.71,9.25,Hong Kong,19.49,706.0,45.0,81.4,d5ae21a2
KDA Lukies,2023,8,6.0,36.0,83.72,12.0,Philippines,12.0,36.0,6.0,83.72,14af45c4
KDA Lukies,2023/24,6,3.0,36.0,128.57,18.0,Philippines,14.0,72.0,9.0,106.15,14af45c4
KDA Lukies,2024,7,3.0,11.0,42.3,11.0,Philippines,13.25,83.0,12.0,84.86,14af45c4
KDACK Gunarathne,2024,3,3.0,4.0,22.22,2.0,Cambodia,2.0,4.0,3.0,22.22,78ec6ff1
KDK Vithanage,2014,1,1.0,38.0,146.15,38.0,Sri Lanka,38.0,38.0,1.0,146.15,f3bde2b3
KDK Vithanage,2015,1,1.0,1.0,25.0,1.0,Sri Lanka,19.5,39.0,2.0,85.58,f3bde2b3
KDK Vithanage,2015/16,1,1.0,1.0,25.0,1.0,Sri Lanka,13.33,40.0,3.0,65.38,f3bde2b3
KF Bakiweyem,2021,3,3.0,13.0,48.14,6.5,Ghana,6.5,13.0,3.0,48.14,49fd9963
KH Abe,2023/24,9,8.0,49.0,67.12,6.12,Japan,6.12,49.0,8.0,67.12,f22d2247
KH Abe,2024,12,10.0,206.0,163.49,25.75,Japan,17.03,255.0,18.0,115.31,f22d2247
KH Pandya,2018/19,11,5.0,70.0,140.0,23.33,India,23.33,70.0,5.0,140.0,5b8c830e
KH Pandya,2019,3,2.0,32.0,118.51,32.0,India,25.81,102.0,7.0,129.26,5b8c830e
KH Pandya,2019/20,4,2.0,19.0,126.66,19.0,India,24.29,121.0,9.0,128.39,5b8c830e
KH Pandya,2021,1,1.0,3.0,100.0,3.0,India,22.17,124.0,10.0,121.29,5b8c830e
KH Prajapati,2021/22,11,10.0,194.0,110.85,24.25,Oman,24.25,194.0,10.0,110.85,c4e73ff1
KH Prajapati,2022/23,7,7.0,123.0,106.03,17.57,Oman,21.5,317.0,17.0,108.44,c4e73ff1
KH Prajapati,2023,6,6.0,94.0,95.91,15.66,Oman,19.98,411.0,23.0,104.26,c4e73ff1
KH Prajapati,2023/24,8,8.0,241.0,117.56,40.16,Oman,25.18,652.0,31.0,107.59,c4e73ff1
KH Prajapati,2024,15,15.0,191.0,102.68,13.64,Oman,21.42,843.0,46.0,106.61,c4e73ff1
KIC Asalanka,2021,3,3.0,64.0,98.46,21.33,Sri Lanka,21.33,64.0,3.0,98.46,732c038e
KIC Asalanka,2021/22,14,14.0,354.0,130.62,29.5,Sri Lanka,28.06,418.0,17.0,114.54,732c038e
KIC Asalanka,2022,7,7.0,112.0,104.67,16.0,Sri Lanka,24.54,530.0,24.0,111.25,732c038e
KIC Asalanka,2022/23,13,13.0,293.0,129.07,26.63,Sri Lanka,25.28,823.0,37.0,115.71,732c038e
KIC Asalanka,2023/24,7,7.0,167.0,143.96,27.83,Sri Lanka,25.68,990.0,44.0,121.36,732c038e
KIC Asalanka,2024,6,6.0,85.0,128.78,14.16,Sri Lanka,24.3,1075.0,50.0,122.59,732c038e
KIC Asalanka,2024/25,3,2.0,68.0,161.9,34.0,Sri Lanka,24.67,1143.0,52.0,128.21,732c038e
KJ Abbott,2012/13,1,1.0,2.0,100.0,2.0,South Africa,2.0,2.0,1.0,100.0,a9da7784
KJ Abbott,2013/14,1,0.0,0.0,0.0,0.0,South Africa,2.0,2.0,1.0,50.0,a9da7784
KJ Abbott,2014/15,6,2.0,4.0,100.0,4.0,South Africa,3.33,6.0,3.0,66.67,a9da7784
KJ Abbott,2015,4,1.0,9.0,112.5,9.0,South Africa,4.75,15.0,4.0,78.13,a9da7784
KJ Abbott,2015/16,9,2.0,8.0,133.33,4.0,South Africa,4.5,23.0,6.0,89.17,a9da7784
KJ Coetzer,2008,3,3.0,99.0,90.82,49.5,Scotland,49.5,99.0,3.0,90.82,85d8110a
KJ Coetzer,2009,2,2.0,75.0,159.57,37.5,Scotland,44.7,174.0,5.0,125.2,85d8110a
KJ Coetzer,2009/10,4,4.0,60.0,86.95,15.0,Scotland,31.5,234.0,9.0,112.45,85d8110a
KJ Coetzer,2011/12,4,4.0,135.0,109.75,33.75,Scotland,32.19,369.0,13.0,111.77,85d8110a
KJ Coetzer,2012,1,1.0,14.0,60.86,14.0,Scotland,30.89,383.0,14.0,101.59,85d8110a
KJ Coetzer,2012/13,2,2.0,25.0,73.52,12.5,Scotland,28.59,408.0,16.0,96.91,85d8110a
KJ Coetzer,2013/14,4,4.0,34.0,106.25,8.5,Scotland,24.58,442.0,20.0,98.25,85d8110a
KJ Coetzer,2015,8,6.0,145.0,147.95,24.16,Scotland,24.48,587.0,26.0,104.46,85d8110a
KJ Coetzer,2015/16,7,7.0,163.0,135.83,27.16,Scotland,25.05,750.0,33.0,107.94,85d8110a
KJ Coetzer,2016/17,4,4.0,100.0,125.0,25.0,Scotland,25.04,850.0,37.0,109.65,85d8110a
KJ Coetzer,2018,6,6.0,185.0,152.89,30.83,Scotland,25.85,1035.0,43.0,113.58,85d8110a
KJ Coetzer,2018/19,3,3.0,78.0,144.44,26.0,Scotland,25.86,1113.0,46.0,116.15,85d8110a
KJ Coetzer,2019,3,3.0,104.0,165.07,34.66,Scotland,26.4,1217.0,49.0,119.92,85d8110a
KJ Coetzer,2019/20,7,7.0,169.0,103.68,24.14,Scotland,26.12,1386.0,56.0,118.76,85d8110a
KJ Coetzer,2021,3,3.0,10.0,47.61,3.33,Scotland,24.96,1396.0,59.0,114.01,85d8110a
KJ Coetzer,2021/22,9,9.0,99.0,102.06,11.0,Scotland,23.11,1495.0,68.0,113.27,85d8110a
KJ Ferrary,2021/22,1,1.0,35.0,140.0,35.0,Gibraltar,35.0,35.0,1.0,140.0,81898acc
KJ Ferrary,2022,4,3.0,56.0,80.0,18.66,Gibraltar,22.75,91.0,4.0,110.0,81898acc
KJ Ferrary,2024,4,3.0,41.0,110.81,41.0,Gibraltar,30.57,132.0,7.0,110.27,81898acc
KJ O'Brien,2008,4,3.0,26.0,89.65,13.0,Ireland,13.0,26.0,3.0,89.65,243431b5
KJ O'Brien,2009,5,5.0,69.0,123.21,17.25,Ireland,15.66,95.0,8.0,106.43,243431b5
KJ O'Brien,2009/10,6,6.0,25.0,113.63,5.0,Ireland,11.09,120.0,14.0,108.83,243431b5
KJ O'Brien,2010,2,1.0,9.0,56.25,9.0,Ireland,10.95,129.0,15.0,95.69,243431b5
KJ O'Brien,2011/12,8,6.0,89.0,104.7,22.25,Ireland,14.18,218.0,21.0,97.49,243431b5
KJ O'Brien,2012,3,3.0,5.0,62.5,1.66,Ireland,12.61,223.0,24.0,91.66,243431b5
KJ O'Brien,2012/13,2,2.0,48.0,109.09,24.0,Ireland,13.49,271.0,26.0,94.15,243431b5
KJ O'Brien,2013/14,7,7.0,128.0,160.0,25.6,Ireland,16.06,399.0,33.0,102.38,243431b5
KJ O'Brien,2015,8,6.0,109.0,137.97,21.8,Ireland,16.94,508.0,39.0,106.33,243431b5
KJ O'Brien,2015/16,6,5.0,56.0,93.33,14.0,Ireland,16.61,564.0,44.0,105.03,243431b5
KJ O'Brien,2016,1,1.0,32.0,133.33,32.0,Ireland,16.95,596.0,45.0,107.61,243431b5
KJ O'Brien,2016/17,7,7.0,106.0,115.21,15.14,Ireland,16.71,702.0,52.0,108.24,243431b5
KJ O'Brien,2018,8,8.0,73.0,121.66,10.42,Ireland,15.87,775.0,60.0,109.27,243431b5
KJ O'Brien,2018/19,6,6.0,246.0,150.0,41.0,Ireland,18.15,1021.0,66.0,112.18,243431b5
KJ O'Brien,2019,5,5.0,151.0,157.29,30.2,Ireland,19.0,1172.0,71.0,115.19,243431b5
KJ O'Brien,2019/20,18,18.0,500.0,158.73,27.77,Ireland,20.77,1672.0,89.0,117.91,243431b5
KJ O'Brien,2021,8,8.0,150.0,107.91,18.75,Ireland,20.61,1822.0,97.0,117.32,243431b5
KJ O'Brien,2021/22,6,6.0,151.0,109.42,25.16,Ireland,20.87,1973.0,103.0,116.88,243431b5
KJ Patel,2021/22,6,3.0,8.0,27.58,2.67,Seychelles,2.67,8.0,3.0,27.58,d6b4e3e2
KJ Stagno,2022,4,4.0,97.0,151.56,24.25,Gibraltar,24.25,97.0,4.0,151.56,46ad7e01
KJ Stagno,2023,11,11.0,237.0,185.15,23.7,Gibraltar,23.85,334.0,15.0,168.36,46ad7e01
KJ Stagno,2023/24,4,3.0,174.0,174.0,58.0,Gibraltar,29.54,508.0,18.0,170.24,46ad7e01
KJ Stagno,2024,6,6.0,148.0,189.74,24.66,Gibraltar,28.32,656.0,24.0,175.11,46ad7e01
KJ Young,2019,3,3.0,42.0,123.52,42.0,Belize,42.0,42.0,3.0,123.52,8bba9ec2
KJ Young,2021/22,6,6.0,114.0,97.43,19.0,Belize,26.67,156.0,9.0,110.48,8bba9ec2
KK Ahmed,2018/19,9,1.0,1.0,100.0,1.0,India,1.0,1.0,1.0,100.0,a2f46292
KK Ahmed,2019,2,0.0,0.0,0.0,0.0,India,1.0,1.0,1.0,50.0,a2f46292
KK Ahmed,2019/20,3,0.0,0.0,0.0,0.0,India,1.0,1.0,1.0,33.33,a2f46292
KK Ahmed,2024,4,1.0,0.0,0.0,0.0,India,0.5,1.0,2.0,25.0,a2f46292
KK Dobell,2022/23,3,2.0,3.0,50.0,3.0,Japan,3.0,3.0,2.0,50.0,d792374d
KK Lin Thu,2023,4,4.0,13.0,32.5,3.25,Myanmar,3.25,13.0,4.0,32.5,6cf75582
KK Lin Thu,2023/24,3,3.0,12.0,44.44,4.0,Myanmar,3.57,25.0,7.0,38.47,6cf75582
KK Lin Thu,2024,6,6.0,36.0,63.15,6.0,Myanmar,4.69,61.0,13.0,46.7,6cf75582
KK Tillett,2021/22,5,3.0,12.0,52.17,4.0,Belize,4.0,12.0,3.0,52.17,55fedd51
KL Rahul,2016,5,4.0,179.0,159.82,89.5,India,89.5,179.0,4.0,159.82,b17e2f24
KL Rahul,2016/17,3,3.0,101.0,136.48,33.66,India,65.57,280.0,7.0,148.15,b17e2f24
KL Rahul,2017,1,1.0,24.0,133.33,24.0,India,60.37,304.0,8.0,143.21,b17e2f24
KL Rahul,2017/18,6,5.0,196.0,143.06,39.2,India,52.23,500.0,13.0,143.17,b17e2f24
KL Rahul,2018,4,4.0,196.0,181.48,65.33,India,55.31,696.0,17.0,150.83,b17e2f24
KL Rahul,2018/19,8,7.0,183.0,130.71,30.5,India,48.08,879.0,24.0,147.48,b17e2f24
KL Rahul,2019,1,1.0,20.0,111.11,20.0,India,46.95,899.0,25.0,142.28,b17e2f24
KL Rahul,2019/20,14,13.0,562.0,143.0,51.09,India,48.37,1461.0,38.0,142.37,b17e2f24
KL Rahul,2020/21,7,7.0,96.0,101.05,13.71,India,42.98,1557.0,45.0,137.78,b17e2f24
KL Rahul,2021/22,7,7.0,274.0,144.21,45.66,India,43.34,1831.0,52.0,138.43,b17e2f24
KL Rahul,2022,8,8.0,198.0,129.41,24.75,India,40.86,2029.0,60.0,137.61,b17e2f24
KL Rahul,2022/23,8,8.0,236.0,124.21,33.71,India,40.02,2265.0,68.0,136.49,b17e2f24
KM Awala,2022,2,1.0,0.0,0.0,0.0,Ghana,0.0,0.0,1.0,0.0,c6c7d01b
KM Awala,2023/24,15,14.0,145.0,83.81,11.15,Ghana,10.41,145.0,15.0,41.91,c6c7d01b
KM Dabengwa,2006/07,1,1.0,7.0,53.84,7.0,Zimbabwe,7.0,7.0,1.0,53.84,df08c69e
KM Dabengwa,2007/08,2,1.0,0.0,0.0,0.0,Zimbabwe,3.5,7.0,2.0,26.92,df08c69e
KM Dabengwa,2008/09,3,3.0,26.0,136.84,13.0,Zimbabwe,9.2,33.0,5.0,63.56,df08c69e
KM Dabengwa,2010/11,2,2.0,13.0,162.5,13.0,Zimbabwe,10.29,46.0,7.0,88.3,df08c69e
KM Jadhav,2015,2,2.0,14.0,107.69,7.0,India,7.0,14.0,2.0,107.69,99d63244
KM Jadhav,2016,3,2.0,77.0,140.0,38.5,India,22.75,91.0,4.0,123.85,99d63244
KM Jadhav,2017,2,1.0,4.0,100.0,4.0,India,19.0,95.0,5.0,115.9,99d63244
KM Jadhav,2017/18,2,1.0,27.0,100.0,27.0,India,20.33,122.0,6.0,111.92,99d63244
KM Jarvis,2011,2,1.0,0.0,0.0,0.0,Zimbabwe,0.0,0.0,1.0,0.0,59792462
KM Jarvis,2011/12,4,1.0,0.0,0.0,0.0,Zimbabwe,0.0,0.0,2.0,0.0,59792462
KM Jarvis,2012/13,3,3.0,9.0,64.28,9.0,Zimbabwe,5.4,9.0,5.0,21.43,59792462
KM Jarvis,2017/18,2,1.0,1.0,12.5,1.0,Zimbabwe,4.67,10.0,6.0,19.2,59792462
KM Jarvis,2018,1,0.0,0.0,0.0,0.0,Zimbabwe,4.67,10.0,6.0,15.36,59792462
KM Jarvis,2018/19,2,1.0,0.0,0.0,0.0,Zimbabwe,4.0,10.0,7.0,12.8,59792462
KM Jarvis,2019,8,5.0,45.0,125.0,22.5,Zimbabwe,11.71,55.0,12.0,28.83,59792462
KM Venkataswamy,2022,1,1.0,55.0,134.14,55.0,Czech Republic,55.0,55.0,1.0,134.14,34cca64a
KMA Paul,2018,7,4.0,30.0,103.44,15.0,West Indies,15.0,30.0,4.0,103.44,75224f22
KMA Paul,2018/19,6,5.0,94.0,140.29,31.33,West Indies,24.07,124.0,9.0,121.87,75224f22
KMA Paul,2019,3,1.0,3.0,27.27,3.0,West Indies,21.96,127.0,10.0,90.33,75224f22
KMA Paul,2019/20,2,2.0,15.0,93.75,15.0,West Indies,20.8,142.0,12.0,91.19,75224f22
KMA Paul,2020/21,2,2.0,26.0,130.0,26.0,West Indies,21.55,168.0,14.0,98.95,75224f22
KMA Paul,2022,3,2.0,19.0,82.6,19.0,West Indies,21.23,187.0,16.0,96.23,75224f22
KMC Bandara,2016,1,1.0,2.0,50.0,2.0,Sri Lanka,2.0,2.0,1.0,50.0,2c997ad3
KMDN Kulasekara,2008/09,2,2.0,20.0,222.22,20.0,Sri Lanka,20.0,20.0,2.0,222.22,469ea22b
KMDN Kulasekara,2009,5,5.0,16.0,76.19,3.2,Sri Lanka,8.0,36.0,7.0,149.2,469ea22b
KMDN Kulasekara,2009/10,2,1.0,10.0,100.0,10.0,Sri Lanka,8.25,46.0,8.0,132.8,469ea22b
KMDN Kulasekara,2010,3,1.0,6.0,85.71,6.0,Sri Lanka,8.0,52.0,9.0,121.03,469ea22b
KMDN Kulasekara,2011,3,1.0,4.0,66.66,4.0,Sri Lanka,7.6,56.0,10.0,110.16,469ea22b
KMDN Kulasekara,2012,2,2.0,6.0,60.0,6.0,Sri Lanka,7.33,62.0,12.0,101.8,469ea22b
KMDN Kulasekara,2012/13,10,2.0,27.0,168.75,27.0,Sri Lanka,10.14,89.0,14.0,111.36,469ea22b
KMDN Kulasekara,2013,2,1.0,10.0,111.11,10.0,Sri Lanka,10.13,99.0,15.0,111.33,469ea22b
KMDN Kulasekara,2013/14,11,4.0,40.0,137.93,13.33,Sri Lanka,10.81,139.0,19.0,114.29,469ea22b
KMDN Kulasekara,2014,1,1.0,9.0,180.0,9.0,Sri Lanka,10.72,148.0,20.0,120.86,469ea22b
KMDN Kulasekara,2015/16,9,6.0,45.0,109.75,7.5,Sri Lanka,9.97,193.0,26.0,119.85,469ea22b
KMDN Kulasekara,2016/17,8,4.0,22.0,104.76,22.0,Sri Lanka,11.58,215.0,30.0,118.59,469ea22b
KNA Bandara,2020/21,3,3.0,75.0,125.0,37.5,Sri Lanka,37.5,75.0,3.0,125.0,585dda5d
KNA Bandara,2021,1,1.0,9.0,47.36,9.0,Sri Lanka,30.38,84.0,4.0,86.18,585dda5d
KNA Bandara,2022/23,1,0.0,0.0,0.0,0.0,Sri Lanka,30.38,84.0,4.0,57.45,585dda5d
KNA Bandara,2023,1,1.0,13.0,144.44,13.0,Sri Lanka,26.9,97.0,5.0,79.2,585dda5d
KO Altamirano,2024,1,1.0,0.0,0.0,0.0,Costa Rica,0.0,0.0,1.0,0.0,d5f4f4e4
KO Meth,2011/12,2,1.0,6.0,100.0,6.0,Zimbabwe,6.0,6.0,1.0,100.0,9fbc7bc4
KO Otieno,2008,4,4.0,74.0,93.67,18.5,Kenya,18.5,74.0,4.0,93.67,fbaa61d2
