Player,Season,Mat,Inns,Batting Runs,SR,Ave,Country,Cum batting Ave,Cum battings Runs Total,Cum Inns Total,Cum SR,player_id
DC Thomas,2021/22,1,1.0,2.0,50.0,2.0,West Indies,2.0,2.0,1.0,16.67,08a4f9ad
DC Thomas,2022,8,7.0,49.0,98.0,9.8,West Indies,8.83,51.0,8.0,37.0,08a4f9ad
DDP D'Silva,2019,3,3.0,48.0,102.12,48.0,United Arab Emirates,48.0,48.0,3.0,102.12,07b6f54c
DDP D'Silva,2019/20,7,5.0,82.0,82.82,27.33,United Arab Emirates,35.08,130.0,8.0,92.47,07b6f54c
DE Bernard,2009,1,1.0,1.0,100.0,1.0,West Indies,1.0,1.0,1.0,100.0,e0557f7f
DE Bollinger,2011/12,2,0.0,0.0,0.0,0.0,Australia,0.0,0.0,0.0,0.0,45c2196c
DE Bollinger,2013/14,4,2.0,1.0,100.0,0.5,Australia,0.5,1.0,2.0,50.0,45c2196c
DE Bollinger,2014/15,3,0.0,0.0,0.0,0.0,Australia,0.5,1.0,2.0,33.33,45c2196c
DE Budge,2018,6,4.0,60.0,101.69,30.0,Scotland,30.0,60.0,4.0,101.69,0d37dea9
DE Budge,2021/22,2,2.0,0.0,0.0,0.0,Scotland,20.0,60.0,6.0,50.85,0d37dea9
DE Burgess,2019,4,4.0,6.0,50.0,1.5,Samoa,1.5,6.0,4.0,50.0,7bf39e5c
DE Burgess,2024,5,3.0,10.0,43.47,3.33,Samoa,2.28,16.0,7.0,46.74,7bf39e5c
DE Martel,2022,5,2.0,4.0,50.0,4.0,Guernsey,4.0,4.0,2.0,50.0,526fe472
DE Martel,2024,1,1.0,10.0,66.66,10.0,Guernsey,6.0,14.0,3.0,58.33,526fe472
DE Roache,2022,2,1.0,1.0,100.0,1.0,Samoa,1.0,1.0,1.0,100.0,110b180a
DE Roache,2022/23,3,3.0,54.0,91.52,18.0,Samoa,13.75,55.0,4.0,95.76,110b180a
DE Roache,2024,4,3.0,105.0,145.83,35.0,Samoa,22.86,160.0,7.0,112.45,110b180a
DF Jacobs,2019,4,4.0,58.0,70.73,14.5,Thailand,14.5,58.0,4.0,70.73,de896b79
DF Jacobs,2019/20,4,4.0,43.0,64.17,10.75,Thailand,12.63,101.0,8.0,67.45,de896b79
DF Jacobs,2023/24,1,1.0,1.0,10.0,1.0,Thailand,11.33,102.0,9.0,48.3,de896b79
DF Watts,2007/08,2,1.0,46.0,131.42,46.0,Scotland,46.0,46.0,1.0,131.42,ad733e72
DF Watts,2008,1,1.0,7.0,63.63,7.0,Scotland,26.5,53.0,2.0,97.53,ad733e72
DF Watts,2009,1,0.0,0.0,0.0,0.0,Scotland,26.5,53.0,2.0,65.02,ad733e72
DF Watts,2009/10,4,4.0,28.0,87.5,7.0,Scotland,13.5,81.0,6.0,70.64,ad733e72
DF Watts,2011/12,3,3.0,56.0,114.28,18.66,Scotland,15.22,137.0,9.0,79.37,ad733e72
DG Blampied,2019,8,7.0,150.0,110.29,30.0,Jersey,30.0,150.0,7.0,110.29,d8976cb7
DG Blampied,2019/20,9,8.0,71.0,82.55,17.75,Jersey,23.47,221.0,15.0,96.42,d8976cb7
DG Blampied,2021/22,6,4.0,22.0,91.66,11.0,Jersey,20.84,243.0,19.0,94.83,d8976cb7
DG Blampied,2022,8,5.0,35.0,89.74,11.66,Jersey,18.93,278.0,24.0,93.56,d8976cb7
DG Blampied,2023,6,3.0,21.0,100.0,10.5,Jersey,17.99,299.0,27.0,94.85,d8976cb7
DG Blampied,2024,5,3.0,39.0,121.87,19.5,Jersey,18.14,338.0,30.0,99.35,d8976cb7
DG Brownlie,2010/11,2,2.0,5.0,50.0,2.5,New Zealand,2.5,5.0,2.0,50.0,22bd731a
DG Brownlie,2012,2,2.0,1.0,16.66,0.5,New Zealand,1.5,6.0,4.0,33.33,22bd731a
DG Brownlie,2014/15,1,1.0,0.0,0.0,0.0,New Zealand,1.2,6.0,5.0,22.22,22bd731a
DI Allan,2011/12,5,5.0,31.0,55.35,6.2,Kenya,6.2,31.0,5.0,55.35,5208c0a1
DI Allan,2012/13,1,1.0,3.0,30.0,3.0,Kenya,5.67,34.0,6.0,42.68,5208c0a1
DI Allan,2013,2,2.0,33.0,76.74,16.5,Kenya,8.38,67.0,8.0,54.03,5208c0a1
DI Allan,2013/14,2,2.0,19.0,73.07,9.5,Kenya,8.6,86.0,10.0,58.79,5208c0a1
DJ Bravo,2005/06,1,1.0,19.0,118.75,19.0,West Indies,19.0,19.0,1.0,118.75,87e562a9
DJ Bravo,2007,2,2.0,1.0,33.33,1.0,West Indies,7.0,20.0,3.0,76.04,87e562a9
DJ Bravo,2007/08,4,4.0,26.0,130.0,8.66,West Indies,7.95,46.0,7.0,94.03,87e562a9
DJ Bravo,2008,1,1.0,28.0,186.66,28.0,West Indies,10.46,74.0,8.0,117.19,87e562a9
DJ Bravo,2008/09,1,1.0,8.0,72.72,8.0,West Indies,10.18,82.0,9.0,108.29,87e562a9
DJ Bravo,2009,6,5.0,154.0,145.28,38.5,West Indies,20.3,236.0,14.0,114.46,87e562a9
DJ Bravo,2010,7,6.0,108.0,100.0,18.0,West Indies,19.61,344.0,20.0,112.39,87e562a9
DJ Bravo,2011/12,2,2.0,37.0,105.71,18.5,West Indies,19.51,381.0,22.0,111.56,87e562a9
DJ Bravo,2012,3,2.0,89.0,189.36,44.5,West Indies,21.59,470.0,24.0,120.2,87e562a9
DJ Bravo,2012/13,8,8.0,209.0,115.46,34.83,West Indies,24.9,679.0,32.0,119.73,87e562a9
DJ Bravo,2013,2,2.0,60.0,75.94,30.0,West Indies,25.2,739.0,34.0,115.75,87e562a9
DJ Bravo,2013/14,12,11.0,167.0,124.62,18.55,West Indies,23.57,906.0,45.0,116.49,87e562a9
DJ Bravo,2014,1,0.0,0.0,0.0,0.0,West Indies,23.57,906.0,45.0,107.53,87e562a9
DJ Bravo,2014/15,3,3.0,30.0,96.77,10.0,West Indies,22.73,936.0,48.0,106.76,87e562a9
DJ Bravo,2015/16,8,6.0,118.0,108.25,19.66,West Indies,22.39,1054.0,54.0,106.86,87e562a9
DJ Bravo,2016,2,2.0,4.0,57.14,4.0,West Indies,21.73,1058.0,56.0,103.75,87e562a9
DJ Bravo,2016/17,3,3.0,84.0,106.32,28.0,West Indies,22.05,1142.0,59.0,103.9,87e562a9
DJ Bravo,2019/20,5,1.0,9.0,128.57,9.0,West Indies,21.83,1151.0,60.0,105.27,87e562a9
DJ Bravo,2020/21,3,3.0,6.0,27.27,3.0,West Indies,20.93,1157.0,63.0,101.17,87e562a9
DJ Bravo,2021,12,6.0,72.0,135.84,24.0,West Indies,21.2,1229.0,69.0,102.9,87e562a9
DJ Bravo,2021/22,5,5.0,26.0,92.85,6.5,West Indies,20.21,1255.0,74.0,102.42,87e562a9
DJ Hawoe,2022/23,7,7.0,34.0,147.82,6.8,Indonesia,6.8,34.0,7.0,147.82,a62f55ba
DJ Hawoe,2023,3,3.0,25.0,100.0,8.33,Indonesia,7.26,59.0,10.0,123.91,a62f55ba
DJ Hawoe,2023/24,16,11.0,62.0,129.16,6.88,Indonesia,7.06,121.0,21.0,125.66,a62f55ba
DJ Hawoe,2024,12,10.0,91.0,108.33,11.37,Indonesia,8.45,212.0,31.0,121.33,a62f55ba
DJ Hawoe,2024/25,5,5.0,49.0,113.95,9.8,Indonesia,8.64,261.0,36.0,119.85,a62f55ba
DJ Hooda,2021/22,3,1.0,21.0,131.25,21.0,India,21.0,21.0,1.0,131.25,73ad96ed
DJ Hooda,2022,9,8.0,272.0,158.13,45.33,India,42.63,293.0,9.0,144.69,73ad96ed
DJ Hooda,2022/23,9,8.0,75.0,120.96,15.0,India,29.63,368.0,17.0,136.78,73ad96ed
DJ Hussey,2007/08,1,0.0,0.0,0.0,0.0,Australia,0.0,0.0,0.0,0.0,fd835ab3
DJ Hussey,2008,1,1.0,0.0,0.0,0.0,Australia,0.0,0.0,1.0,0.0,fd835ab3
DJ Hussey,2008/09,5,5.0,177.0,153.91,44.25,Australia,36.88,177.0,6.0,51.3,fd835ab3
DJ Hussey,2009,4,4.0,59.0,115.68,14.75,Australia,28.03,236.0,10.0,67.4,fd835ab3
DJ Hussey,2009/10,5,4.0,97.0,127.63,32.33,Australia,29.26,333.0,14.0,79.44,fd835ab3
DJ Hussey,2010,9,9.0,246.0,128.12,30.75,Australia,29.84,579.0,23.0,87.56,fd835ab3
DJ Hussey,2010/11,3,3.0,43.0,81.13,14.33,Australia,28.05,622.0,26.0,86.64,fd835ab3
DJ Hussey,2011,2,2.0,8.0,72.72,4.0,Australia,26.33,630.0,28.0,84.9,fd835ab3
DJ Hussey,2011/12,6,5.0,122.0,106.08,24.4,Australia,26.04,752.0,33.0,87.25,fd835ab3
DJ Hussey,2012,2,2.0,4.0,66.66,2.0,Australia,24.67,756.0,35.0,85.19,fd835ab3
DJ Hussey,2012/13,1,1.0,0.0,0.0,0.0,Australia,23.98,756.0,36.0,77.45,fd835ab3
DJ Malan,2017,1,1.0,78.0,177.27,78.0,England,78.0,78.0,1.0,177.27,ad9c32a2
DJ Malan,2017/18,4,4.0,172.0,140.98,43.0,England,50.0,250.0,5.0,159.13,ad9c32a2
DJ Malan,2019/20,5,5.0,219.0,157.55,54.75,England,52.38,469.0,10.0,158.6,ad9c32a2
DJ Malan,2020,6,6.0,213.0,133.12,42.6,England,48.71,682.0,16.0,152.23,ad9c32a2
DJ Malan,2020/21,8,8.0,321.0,139.56,53.5,England,50.31,1003.0,24.0,149.7,ad9c32a2
DJ Malan,2021,6,6.0,120.0,108.1,20.0,England,44.25,1123.0,30.0,142.76,ad9c32a2
DJ Malan,2021/22,6,5.0,116.0,119.58,29.0,England,42.07,1239.0,35.0,139.45,ad9c32a2
DJ Malan,2022,12,12.0,346.0,140.08,31.45,England,39.36,1585.0,47.0,139.53,ad9c32a2
DJ Malan,2022/23,10,9.0,225.0,112.5,32.14,England,38.2,1810.0,56.0,136.53,ad9c32a2
DJ Malan,2023,4,4.0,82.0,105.12,20.5,England,37.02,1892.0,60.0,133.39,ad9c32a2
DJ Mitchell,2018/19,3,3.0,28.0,147.36,14.0,New Zealand,14.0,28.0,3.0,147.36,eade4650
DJ Mitchell,2019,3,3.0,32.0,110.34,16.0,New Zealand,15.0,60.0,6.0,128.85,eade4650
DJ Mitchell,2019/20,5,5.0,43.0,113.15,10.75,New Zealand,13.07,103.0,11.0,123.62,eade4650
DJ Mitchell,2020/21,4,2.0,45.0,204.54,45.0,New Zealand,17.98,148.0,13.0,143.85,eade4650
DJ Mitchell,2021/22,10,10.0,244.0,133.33,27.11,New Zealand,21.95,392.0,23.0,141.74,eade4650
DJ Mitchell,2022,10,10.0,265.0,153.17,33.12,New Zealand,25.33,657.0,33.0,143.65,eade4650
DJ Mitchell,2022/23,12,11.0,312.0,136.24,39.0,New Zealand,28.75,969.0,44.0,142.59,eade4650
DJ Mitchell,2023,9,9.0,100.0,116.27,11.11,New Zealand,25.76,1069.0,53.0,139.3,eade4650
DJ Mitchell,2023/24,7,7.0,191.0,146.92,38.2,New Zealand,27.21,1260.0,60.0,140.15,eade4650
DJ Mitchell,2024,4,3.0,36.0,120.0,18.0,New Zealand,26.77,1296.0,63.0,138.13,eade4650
DJ Reekers,2008,4,3.0,31.0,103.33,10.33,Netherlands,10.33,31.0,3.0,103.33,d84a2d8e
DJ Reekers,2009,2,2.0,33.0,173.68,16.5,Netherlands,12.8,64.0,5.0,138.51,d84a2d8e
DJ Turkich,2022,5,5.0,65.0,80.24,13.0,Croatia,13.0,65.0,5.0,80.24,96013995
DJ Turkich,2024,4,4.0,26.0,81.25,6.5,Croatia,10.11,91.0,9.0,80.75,96013995
DJ Vilas,2011/12,1,0.0,0.0,0.0,0.0,South Africa,0.0,0.0,0.0,0.0,087210b1
DJ Willey,2015,2,1.0,6.0,200.0,6.0,England,6.0,6.0,1.0,200.0,7f048519
DJ Willey,2015/16,9,6.0,55.0,125.0,18.33,England,16.57,61.0,7.0,162.5,7f048519
DJ Willey,2016,1,1.0,12.0,100.0,12.0,England,16.0,73.0,8.0,141.67,7f048519
DJ Willey,2017,4,2.0,2.0,40.0,1.0,England,13.0,75.0,10.0,116.25,7f048519
DJ Willey,2017/18,4,4.0,44.0,162.96,11.0,England,12.43,119.0,14.0,125.59,7f048519
DJ Willey,2018,4,3.0,33.0,143.47,33.0,England,16.06,152.0,17.0,128.57,7f048519
DJ Willey,2018/19,3,2.0,14.0,116.66,7.0,England,15.1,166.0,19.0,126.87,7f048519
DJ Willey,2019,1,0.0,0.0,0.0,0.0,England,15.1,166.0,19.0,111.01,7f048519
DJ Willey,2021,4,2.0,16.0,145.45,16.0,England,15.19,182.0,21.0,114.84,7f048519
DJ Willey,2022,9,4.0,44.0,129.41,22.0,England,16.28,226.0,25.0,116.3,7f048519
DJ Willey,2022/23,2,1.0,0.0,0.0,0.0,England,15.65,226.0,26.0,105.72,7f048519
DJG Sammy,2007,2,2.0,8.0,88.88,8.0,West Indies,8.0,8.0,2.0,88.88,c03c6200
DJG Sammy,2007/08,2,1.0,14.0,87.5,14.0,West Indies,10.0,22.0,3.0,88.19,c03c6200
DJG Sammy,2008,1,0.0,0.0,0.0,0.0,West Indies,10.0,22.0,3.0,58.79,c03c6200
DJG Sammy,2008/09,1,0.0,0.0,0.0,0.0,West Indies,10.0,22.0,3.0,44.1,c03c6200
DJG Sammy,2009,3,2.0,7.0,116.66,3.5,West Indies,7.4,29.0,5.0,58.61,c03c6200
DJG Sammy,2009/10,3,3.0,31.0,163.15,31.0,West Indies,16.25,60.0,8.0,76.03,c03c6200
DJG Sammy,2010,7,6.0,80.0,123.07,16.0,West Indies,16.14,140.0,14.0,82.75,c03c6200
DJG Sammy,2011,4,4.0,18.0,100.0,4.5,West Indies,13.56,158.0,18.0,84.91,c03c6200
DJG Sammy,2011/12,3,3.0,13.0,68.42,4.33,West Indies,12.24,171.0,21.0,83.08,c03c6200
DJG Sammy,2012,3,1.0,13.0,118.18,13.0,West Indies,12.27,184.0,22.0,86.59,c03c6200
DJG Sammy,2012/13,11,7.0,93.0,163.15,18.6,West Indies,13.8,277.0,29.0,93.55,c03c6200
DJG Sammy,2013,2,2.0,31.0,172.22,15.5,West Indies,13.91,308.0,31.0,100.1,c03c6200
DJG Sammy,2013/14,10,9.0,155.0,212.32,51.66,West Indies,22.4,463.0,40.0,108.73,c03c6200
DJG Sammy,2014,3,2.0,20.0,285.71,10.0,West Indies,21.81,483.0,42.0,121.38,c03c6200
DJG Sammy,2014/15,3,3.0,28.0,175.0,28.0,West Indies,22.23,511.0,45.0,124.95,c03c6200
DJG Sammy,2015/16,8,5.0,23.0,92.0,5.75,West Indies,20.58,534.0,50.0,122.89,c03c6200
DJM Short,2017/18,5,5.0,196.0,149.61,49.0,Australia,49.0,196.0,5.0,149.61,1a156c88
DJM Short,2018,5,5.0,181.0,116.77,36.2,Australia,42.6,377.0,10.0,133.19,1a156c88
DJM Short,2018/19,10,10.0,215.0,105.39,23.88,Australia,33.24,592.0,20.0,123.92,1a156c88
DJM Short,2020/21,3,3.0,50.0,100.0,16.66,Australia,31.08,642.0,23.0,117.94,1a156c88
DK Anefie,2019,4,4.0,34.0,89.47,17.0,Ghana,17.0,34.0,4.0,89.47,f98c24ec
DK Anefie,2021,2,1.0,0.0,0.0,0.0,Ghana,13.6,34.0,5.0,44.74,f98c24ec
DK Anefie,2021/22,5,2.0,23.0,209.09,23.0,Ghana,16.29,57.0,7.0,99.52,f98c24ec
DK Anefie,2022,3,3.0,48.0,165.51,16.0,Ghana,16.2,105.0,10.0,116.02,f98c24ec
DK Anefie,2022/23,7,5.0,47.0,162.06,9.4,Ghana,13.93,152.0,15.0,125.23,f98c24ec
DK Anefie,2023/24,15,13.0,94.0,79.66,8.54,Ghana,11.43,246.0,28.0,117.63,f98c24ec
DK Butler,2005/06,1,0.0,0.0,0.0,0.0,West Indies,0.0,0.0,0.0,0.0,671398e3
DK Dahani,2019/20,3,3.0,7.0,87.5,2.33,Iran,2.33,7.0,3.0,87.5,957819df
DK Mathias,2021/22,4,4.0,119.0,108.18,39.66,Bahrain,39.66,119.0,4.0,108.18,bec5cab9
DK Mathias,2022,5,5.0,142.0,132.71,35.5,Bahrain,37.35,261.0,9.0,120.45,bec5cab9
DK Mathias,2022/23,7,7.0,133.0,89.86,26.6,Bahrain,32.65,394.0,16.0,110.25,bec5cab9
DK Pallekonda,2022,1,1.0,1.0,100.0,1.0,Slovenia,1.0,1.0,1.0,100.0,e77c9807
DK Pallekonda,2024,3,3.0,10.0,71.42,5.0,Slovenia,4.0,11.0,4.0,85.71,e77c9807
DK Shetty,2023/24,5,1.0,5.0,100.0,5.0,Indonesia,5.0,5.0,1.0,100.0,65cfc56b
DKD Warnakulasuriya,2021/22,2,1.0,2.0,33.33,2.0,Italy,2.0,2.0,1.0,33.33,832b77c6
DKD Warnakulasuriya,2022,2,0.0,0.0,0.0,0.0,Italy,2.0,2.0,1.0,16.67,832b77c6
DKD Warnakulasuriya,2022/23,4,1.0,0.0,0.0,0.0,Italy,1.0,2.0,2.0,11.11,832b77c6
DKD Warnakulasuriya,2024,1,0.0,0.0,0.0,0.0,Italy,1.0,2.0,2.0,8.33,832b77c6
DL Brangman,2019,2,1.0,0.0,0.0,0.0,Bermuda,0.0,0.0,1.0,0.0,dab18aa5
DL Brangman,2019/20,3,3.0,23.0,95.83,23.0,Bermuda,17.25,23.0,4.0,47.92,dab18aa5
DL Brangman,2022/23,6,0.0,0.0,0.0,0.0,Bermuda,17.25,23.0,4.0,31.94,dab18aa5
DL Brangman,2023/24,5,3.0,10.0,83.33,10.0,Bermuda,14.14,33.0,7.0,44.79,dab18aa5
DL Chahar,2018,1,0.0,0.0,0.0,0.0,India,0.0,0.0,0.0,0.0,23eeb873
DL Chahar,2019,1,0.0,0.0,0.0,0.0,India,0.0,0.0,0.0,0.0,23eeb873
DL Chahar,2019/20,8,2.0,1.0,100.0,0.5,India,0.5,1.0,2.0,33.33,23eeb873
DL Chahar,2020/21,3,2.0,0.0,0.0,0.0,India,0.25,1.0,4.0,25.0,23eeb873
DL Chahar,2021,1,0.0,0.0,0.0,0.0,India,0.25,1.0,4.0,20.0,23eeb873
DL Chahar,2021/22,6,1.0,21.0,262.5,21.0,India,4.4,22.0,5.0,60.42,23eeb873
DL Chahar,2022,1,0.0,0.0,0.0,0.0,India,4.4,22.0,5.0,51.79,23eeb873
DL Chahar,2022/23,3,1.0,31.0,182.35,31.0,India,8.83,53.0,6.0,68.11,23eeb873
DL Chahar,2023/24,1,1.0,0.0,0.0,0.0,India,7.57,53.0,7.0,60.54,23eeb873
DL Hemp,2008,2,2.0,20.0,62.5,10.0,Bermuda,10.0,20.0,2.0,62.5,cb263798
DL Maddy,2007/08,4,4.0,113.0,141.25,28.25,England,28.25,113.0,4.0,141.25,e770b214
DL Vettori,2007/08,8,7.0,41.0,132.25,6.83,New Zealand,6.83,41.0,7.0,132.25,d7c6af50
DL Vettori,2008,1,1.0,11.0,100.0,11.0,New Zealand,7.35,52.0,8.0,116.13,d7c6af50
DL Vettori,2008/09,5,2.0,4.0,66.66,4.0,New Zealand,6.68,56.0,10.0,99.64,d7c6af50
DL Vettori,2009,4,3.0,11.0,73.33,3.66,New Zealand,5.98,67.0,13.0,93.06,d7c6af50
DL Vettori,2009/10,3,1.0,3.0,60.0,3.0,New Zealand,5.77,70.0,14.0,86.45,d7c6af50
DL Vettori,2010,7,6.0,117.0,113.59,39.0,New Zealand,15.74,187.0,20.0,90.97,d7c6af50
DL Vettori,2012,1,0.0,0.0,0.0,0.0,New Zealand,15.74,187.0,20.0,77.98,d7c6af50
DL Vettori,2012/13,4,1.0,18.0,112.5,18.0,New Zealand,15.85,205.0,21.0,82.29,d7c6af50
DL Vettori,2014/15,1,1.0,0.0,0.0,0.0,New Zealand,15.13,205.0,22.0,73.15,d7c6af50
DLS van Bunge,2008,4,3.0,26.0,65.0,8.66,Netherlands,8.66,26.0,3.0,65.0,3185266a
DLS van Bunge,2009,2,2.0,8.0,80.0,4.0,Netherlands,6.8,34.0,5.0,72.5,3185266a
DLS van Bunge,2009/10,4,4.0,26.0,100.0,13.0,Netherlands,9.55,60.0,9.0,81.67,3185266a
DLS van Bunge,2013,2,2.0,23.0,121.05,23.0,Netherlands,12.0,83.0,11.0,91.51,3185266a
DLS van Bunge,2013/14,2,1.0,7.0,77.77,7.0,Netherlands,11.58,90.0,12.0,88.76,3185266a
DM Bravo,2009/10,1,1.0,0.0,0.0,0.0,West Indies,0.0,0.0,1.0,0.0,14b14cd8
DM Bravo,2011,2,2.0,83.0,112.16,41.5,West Indies,27.67,83.0,3.0,56.08,14b14cd8
DM Bravo,2011/12,2,2.0,19.0,95.0,9.5,West Indies,20.4,102.0,5.0,69.05,14b14cd8
DM Bravo,2012/13,5,4.0,89.0,111.25,22.25,West Indies,21.22,191.0,9.0,79.6,14b14cd8
DM Bravo,2014,2,2.0,44.0,125.71,22.0,West Indies,21.36,235.0,11.0,88.82,14b14cd8
DM Bravo,2018/19,8,7.0,105.0,98.13,17.5,West Indies,19.86,340.0,18.0,90.38,14b14cd8
DM Bravo,2021,1,1.0,5.0,71.42,5.0,West Indies,19.08,345.0,19.0,87.67,14b14cd8
DM Bravo,2021/22,5,3.0,60.0,109.09,60.0,West Indies,24.66,405.0,22.0,90.35,14b14cd8
DM Gondaria,2013/14,2,0.0,0.0,0.0,0.0,Kenya,0.0,0.0,0.0,0.0,9048c17e
DM Gondaria,2019,3,3.0,58.0,141.46,29.0,Kenya,29.0,58.0,3.0,70.73,9048c17e
DM Gondaria,2019/20,6,6.0,141.0,121.55,28.2,Kenya,28.47,199.0,9.0,87.67,9048c17e
DM Gondaria,2024/25,3,3.0,57.0,126.66,19.0,Kenya,26.1,256.0,12.0,97.42,9048c17e
DM Nakrani,2019,4,4.0,52.0,108.33,17.33,Uganda,17.33,52.0,4.0,108.33,46a7ac78
DM Nakrani,2021,10,9.0,73.0,107.35,12.16,Uganda,13.75,125.0,13.0,107.84,46a7ac78
DM Nakrani,2021/22,12,9.0,222.0,155.24,55.5,Uganda,30.83,347.0,22.0,123.64,46a7ac78
DM Nakrani,2022,7,7.0,179.0,146.72,35.8,Uganda,32.03,526.0,29.0,129.41,46a7ac78
DM Nakrani,2023,10,8.0,148.0,99.32,29.6,Uganda,31.5,674.0,37.0,123.39,46a7ac78
DM Nakrani,2023/24,13,9.0,207.0,146.8,34.5,Uganda,32.09,881.0,46.0,127.29,46a7ac78
DM Nakrani,2024,4,4.0,10.0,38.46,2.5,Uganda,29.72,891.0,50.0,114.6,46a7ac78
DM Nakrani,2024/25,2,2.0,8.0,114.28,8.0,Uganda,28.89,899.0,52.0,114.56,46a7ac78
DM Richards,2009,1,1.0,0.0,0.0,0.0,West Indies,0.0,0.0,1.0,0.0,9d0e7c58
DM de Silva,2015,2,2.0,45.0,95.74,22.5,Sri Lanka,22.5,45.0,2.0,95.74,7d608e12
DM de Silva,2016,2,2.0,74.0,127.58,37.0,Sri Lanka,29.75,119.0,4.0,111.66,7d608e12
DM de Silva,2016/17,3,3.0,48.0,97.95,16.0,Sri Lanka,23.86,167.0,7.0,107.09,7d608e12
DM de Silva,2018,1,1.0,31.0,119.23,31.0,Sri Lanka,24.75,198.0,8.0,110.13,7d608e12
DM de Silva,2018/19,5,5.0,59.0,81.94,11.8,Sri Lanka,19.77,257.0,13.0,104.49,7d608e12
DM de Silva,2019/20,3,2.0,74.0,151.02,37.0,Sri Lanka,22.07,331.0,15.0,112.24,7d608e12
DM de Silva,2021,7,7.0,81.0,102.53,16.2,Sri Lanka,20.2,412.0,22.0,110.86,7d608e12
DM de Silva,2022,2,2.0,37.0,112.12,18.5,Sri Lanka,20.06,449.0,24.0,111.01,7d608e12
DM de Silva,2022/23,14,14.0,282.0,135.57,21.69,Sri Lanka,20.66,731.0,38.0,113.74,7d608e12
DM de Silva,2023/24,4,4.0,61.0,105.17,20.33,Sri Lanka,20.63,792.0,42.0,112.89,7d608e12
DM de Silva,2024,2,2.0,55.0,105.76,27.5,Sri Lanka,20.94,847.0,44.0,112.24,7d608e12
DMW Rawlins,2019,5,5.0,130.0,122.64,26.0,Bermuda,26.0,130.0,5.0,122.64,f1eb3c73
DMW Rawlins,2019/20,6,6.0,131.0,137.89,21.83,Bermuda,23.73,261.0,11.0,130.26,f1eb3c73
DMW Rawlins,2021/22,6,6.0,169.0,153.63,33.8,Bermuda,27.28,430.0,17.0,138.05,f1eb3c73
DMW Rawlins,2022/23,6,5.0,240.0,184.61,120.0,Bermuda,48.35,670.0,22.0,149.69,f1eb3c73
DMW Rawlins,2023/24,5,5.0,106.0,143.24,26.5,Bermuda,44.31,776.0,27.0,148.4,f1eb3c73
DNA Ankrah,2019,4,3.0,22.0,51.16,7.33,Ghana,7.33,22.0,3.0,51.16,c6614fc0
DO Christian,2011,2,1.0,0.0,0.0,0.0,West Indies,0.0,0.0,1.0,0.0,3b1fa4cb
DO Leicher,2022,2,0.0,0.0,0.0,0.0,Namibia,0.0,0.0,0.0,0.0,e28bb0b9
DO Leicher,2023/24,3,3.0,59.0,101.72,59.0,Namibia,59.0,59.0,3.0,50.86,e28bb0b9
DO Leicher,2024,8,6.0,36.0,70.58,9.0,Namibia,25.67,95.0,9.0,57.43,e28bb0b9
DO Obuya,2007/08,4,4.0,45.0,80.35,11.25,Kenya,11.25,45.0,4.0,80.35,6ed3d5ac
DO Obuya,2009/10,2,2.0,125.0,131.57,62.5,Kenya,28.33,170.0,6.0,105.96,6ed3d5ac
DO Obuya,2011/12,4,4.0,46.0,59.74,11.5,Kenya,21.6,216.0,10.0,90.55,6ed3d5ac
DP Conway,2020/21,14,11.0,473.0,151.11,59.12,New Zealand,59.12,473.0,11.0,151.11,df5a6881
DP Conway,2021/22,6,6.0,129.0,108.4,32.25,New Zealand,49.64,602.0,17.0,129.76,df5a6881
DP Conway,2022,3,3.0,106.0,132.5,35.33,New Zealand,47.49,708.0,20.0,130.67,df5a6881
DP Conway,2022/23,15,15.0,526.0,120.91,43.83,New Zealand,45.92,1234.0,35.0,128.23,df5a6881
DP Conway,2023,3,3.0,14.0,70.0,4.66,New Zealand,42.66,1248.0,38.0,116.58,df5a6881
DP Conway,2023/24,5,4.0,90.0,128.57,22.5,New Zealand,40.74,1338.0,42.0,118.58,df5a6881
DP Conway,2024,4,4.0,70.0,107.69,23.33,New Zealand,39.23,1408.0,46.0,117.03,df5a6881
DP Hyatt,2011,3,3.0,56.0,127.27,28.0,West Indies,28.0,56.0,3.0,127.27,2e2fe3e8
DP Hyatt,2011/12,2,2.0,8.0,80.0,4.0,West Indies,18.4,64.0,5.0,103.64,2e2fe3e8
DP Michael,2019,4,4.0,85.0,103.65,28.33,Samoa,28.33,85.0,4.0,103.65,9815de17
DP Michael,2022,6,6.0,165.0,120.43,33.0,Samoa,31.13,250.0,10.0,112.04,9815de17
DP Nannes,2009/10,4,1.0,4.0,133.33,4.0,Australia,4.0,4.0,1.0,133.33,c404f58a
DP Nannes,2010,9,3.0,12.0,150.0,4.0,Australia,4.0,16.0,4.0,141.67,c404f58a
DP Nannes,2010/11,1,0.0,0.0,0.0,0.0,Australia,4.0,16.0,4.0,94.44,c404f58a
DPMD Jayawardene,2006,1,1.0,0.0,0.0,0.0,Sri Lanka,0.0,0.0,1.0,0.0,d18f9182
DPMD Jayawardene,2006/07,2,2.0,11.0,122.22,11.0,Sri Lanka,7.33,11.0,3.0,61.11,d18f9182
DPMD Jayawardene,2007/08,5,5.0,159.0,152.88,39.75,Sri Lanka,27.59,170.0,8.0,91.7,d18f9182
DPMD Jayawardene,2008/09,3,3.0,40.0,121.21,13.33,Sri Lanka,23.7,210.0,11.0,99.08,d18f9182
